Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
LRIG1	CBL	->	activated by (Swapped)	Activation			
LRIG1	ERBB4	->	activated by (Swapped)	Activation			
LRIG1	EREG	-|	inhibited by (Target inhibits Source)	Inhibition			
LRIG1	TGFA	-|	inhibite	Inhibition			
LRP1	AGRN	->	catalyzed by (Swapped)	Activation			
LRP1	GPC1	->	catalyzed by (Swapped)	Activation			
LRP1	GPC6	->	catalyzed by (Swapped)	Activation			
LRP1	HSPG2	->	catalyzed by (Swapped)	Activation			
LRP1	ITGB3	->	activated by (Swapped)	Activation			
LRP1	PDGFB	->	complex; input (Complex interaction)	Activation			
LRP1	PLAT	->	complex; input (Complex interaction)	Activation			
LRP1	PLAU	->	activate	Activation			
LRP1	SDC2	->	catalyze	Activation			
LRP1	SDC3	->	catalyze	Activation			
LRP1	SERPINE1	->	activate	Activation			
LRP4	MUSK	->	complex (Complex interaction)	Activation			
LRRC4	NTNG2	->	PPrel: activation; PPrel: binding/association	Activation			
LTBP3	TGFB2	->	complex; input (Complex interaction)	Activation			
LTBP3	TGFB3	->	complex; input (Complex interaction)	Activation			
LUM	TGFB2	-|	PPrel: inhibition	Inhibition			
MADD	BID	->	activated by (Swapped)	Activation			
MADD	CHML	->	catalyzed by (Swapped)	Activation			
MADD	RAB27A	->	catalyze	Activation			
MADD	RAB3A	->	catalyze	Activation			
MADD	SMPD1	->	activate	Activation			
MADD	SMPD3	->	activate	Activation			
MADD	TNFRSF1A	->	complex; input; reaction (Complex interaction)	Activation			
MAGED1	NGF	-|	complex; inhibite; input	Inhibition			
MAGED1	NGFR	-|	PPrel: binding/association; activated by; complex; inhibite; input (Source inhibits Target)	Inhibition			
MAGEH1	NGF	->	complex; input (Complex interaction)	Activation			
MAGEH1	NGFR	->	complex; input (Complex interaction)	Activation			
MALT1	IL1B	->	catalyzed by (Swapped)	Activation			
MALT1	MAPK13	->	PPrel: activation	Activation			
MAML3	GATA3	->	GErel: expression by (Swapped)	Activation			
MAML3	HES2	->	GErel: expression by (Swapped)	Activation			
MAML3	HES7	->	GErel: expression by (Swapped)	Activation			
MAML3	HEY1	->	GErel: expression by (Swapped)	Activation			
MAPK13	CREB3L1	->	PPrel: activated, indirect effect (Swapped)	Activation			
MAPK13	FOXO1	->	PPrel: activated by, phosphorylation; PPrel: activated, indirect effect (Swapped)	Activation			
MAPK13	IL1A	->	GErel: expression, indirect effect (Swapped)	Activation			
MAPK13	IL1B	->	GErel: expression, indirect effect (Swapped)	Activation			
MAPK13	IL6	->	GErel: expression, indirect effect (Swapped)	Activation			
MAPK13	JUN	->	PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect (Swapped)	Activation			
MAPK13	MEF2C	->	PPrel: phosphorylation; catalyze; reaction	Activation			
MAPK13	MYC	->	catalyze; reaction	Activation			
MAPK13	NFATC1	->	PPrel: activation, indirect effect	Activation			
MAPK13	PLA2G4A	->	catalyze	Activation			
MAPK13	PPARGC1A	->	PPrel: activation, phosphorylation	Activation			
MAPK13	PPP2R2C	->	PPrel: activation, indirect effect	Activation			
MAPK13	RPS6KA5	->	PPrel: indirect effect; PPrel: phosphorylation	Activation			
MAPK13	SMAD3	->	PPrel: activation, phosphorylation, indirect effect	Activation			
MAPK13	STMN1	->	activate	Activation			
MARK4	TUBA1A	->	complex; input (Complex interaction)	Activation			
MARVELD2	TUBA1A	->	PPrel: binding/association (Binding/Association)	Activation			
MCF2L	RHOB	->	catalyze	Activation			
MDK	NOTCH2	->	complex; input (Complex interaction)	Activation			
MDK	PLCG1	->	complex; input (Complex interaction)	Activation			
MDK	PTN	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
MECOM	EGR1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
MECOM	PPARG	-|	activated by; inhibite (Source inhibits Target)	Inhibition			
MECOM	SNAI2	->	reaction (Complex interaction)	Activation			
MEF2C	AFAP1L2	->	expression regulated by (Swapped)	Activation			
MEF2C	AGR2	->	expression regulated by (Swapped)	Activation			
MEF2C	BHLHE40	->	expression regulated by (Swapped)	Activation			
MEF2C	CD74	->	expression regulated by (Swapped)	Activation			
MEF2C	CELF2	->	expression regulated by (Swapped)	Activation			
MEF2C	CIITA	->	expression regulated by (Swapped)	Activation			
MEF2C	CPT1B	->			Activation	->	1.0
MEF2C	GATA3	->	expression regulated by (Swapped)	Activation			
MEF2C	JUN	->			Activation	->	1.0
MEF2C	JUP	->	expression regulated by (Swapped)	Activation			
MEF2C	KLF2	->	GErel: expression by (Swapped)	Activation			
MEF2C	MAPK7	->			Activation	->	1.0
MEF2C	NEK6	->	expression regulates	Activation			
MEF2C	NFATC4	->	PPrel: binding/association (Binding/Association)	Activation			
MEF2C	NR1D1	->	activate; inhibited by (Source activates Target)	Activation			
MEF2C	NR3C1	->	activate	Activation			
MEF2C	NR4A1	-|			Repression	-|	1.0
MEF2C	PPARGC1A	->	activate; complex; input; reaction	Activation			
MEF2C	PTPN6	->	expression regulates	Activation			
MEF2C	RFTN1	->	expression regulates	Activation			
MEF2C	SEMA3C	->	expression regulates	Activation			
MEF2C	SEMA7A	->	expression regulates	Activation			
MEF2C	SMAD3	->	complex; input (Complex interaction)	Activation			
MEF2C	SOST	->	GErel: expression	Activation	Repression	-|	1.0
MEF2C	TLR6	->	expression regulates	Activation			
MEF2C	TNS4	->	expression regulates	Activation			
MGAT4A	MGAT5	->	reaction (Complex interaction)	Activation			
MMP12	COL12A1	->	catalyzed by (Swapped)	Activation			
MMP12	LAMA3	->	catalyzed by (Swapped)	Activation			
MMP12	LAMC2	->	catalyzed by (Swapped)	Activation			
MMP15	ACTBL2	->	catalyzed by (Swapped)	Activation			
MMP15	ACTC1	->	catalyzed by (Swapped)	Activation			
MMP15	CD44	->	catalyzed by (Swapped)	Activation			
MMP15	CDH1	->	catalyzed by (Swapped)	Activation			
MMP15	HSPG2	->	catalyzed by (Swapped)	Activation			
MMP15	JUP	->	catalyzed by (Swapped)	Activation			
MMP15	LRP1	->	catalyzed by (Swapped)	Activation			
MMP15	LRP4	->	catalyzed by (Swapped)	Activation			
MMP15	LRP5	->	catalyzed by (Swapped)	Activation			
MMP3	CDH1	->	activated by; catalyzed by (Swapped)	Activation			
MMP3	HSPG2	->	catalyzed by (Swapped)	Activation			
MMP3	JUP	->	activated by (Swapped)	Activation			
MMP3	LAMA3	->	catalyzed by (Swapped)	Activation			
MMP3	LAMC2	->	catalyzed by (Swapped)	Activation			
MMP8	ACTBL2	->	catalyzed by (Swapped)	Activation			
MMP8	ACTC1	->	catalyzed by (Swapped)	Activation			
MMP8	CDH1	->	catalyzed by (Swapped)	Activation			
MMP8	JUP	->	catalyzed by (Swapped)	Activation			
MPP1	MSN	->	complex (Complex interaction)	Activation			
MPP1	MYO7A	->	complex (Complex interaction)	Activation			
MRC2	TGFB2	->	PPrel: activation, indirect effect	Activation			
MRC2	TGFB3	->	PPrel: activation, indirect effect	Activation			
MSN	MYO7A	->	complex (Complex interaction)	Activation			
MSN	SLC9A3R1	->	PPrel: binding/association (Binding/Association)	Activation			
MST1R	ICAM1	->	activated by (Swapped)	Activation			
MST1R	PLCG1	->	PPrel: activation	Activation			
MTM1	PIP4K2C	->	ECrel: compound (Input/Compound interaction)	Activation			
MTM1	PLCD4	->	ECrel: compound (Input/Compound interaction)	Activation			
MTM1	PLCE1	->	ECrel: compound (Input/Compound interaction)	Activation			
MTM1	PLCG1	->	ECrel: compound (Input/Compound interaction)	Activation			
MUSK	PAK2	->	complex (Complex interaction)	Activation			
MUSK	PAK6	->	complex (Complex interaction)	Activation			
MYBL1	TSC22D3	->	expression regulates	Activation			
MYBL2	CLU	->	expression regulated by (Swapped)	Activation			
MYBL2	MYC	->	expression regulates	Activation	Activation	->	1.0
MYBL2	PLA2G6	->	expression regulates	Activation			
MYBL2	PSG1	->	expression regulates	Activation			
MYC	AGRN	->	expression regulated by (Swapped)	Activation			
MYC	AKR1C3	->	expression regulated by (Swapped)	Activation			
MYC	ASS1	->			Activation	->	1.0
MYC	ATF1	->	expression regulated by (Swapped)	Activation			
MYC	BCL2L11	->	expression regulated by (Swapped)	Activation			
MYC	BMI1	->			Activation	->	1.0
MYC	BRD7	-|			Repression	-|	1.0
MYC	BRIP1	->	expression regulated by (Swapped)	Activation			
MYC	CBX5	->	expression regulated by (Swapped)	Activation			
MYC	CCND1	-|			Repression	-|	1.0
MYC	CCND2	->			Activation	->	1.0
MYC	CCNE1	->			Activation	->	1.0
MYC	CD33	-|			Repression	-|	1.0
MYC	CD38	->			Activation	->	1.0
MYC	CDC25C	->			Activation	->	1.0
MYC	CDC34	->			Activation	->	1.0
MYC	CDK4	->			Activation	->	1.0
MYC	CDK6	->			Activation	->	1.0
MYC	CDKN1A	-|			Repression	-|	1.0
MYC	CEBPA	-|			Repression	-|	1.0
MYC	CFLAR	-|			Repression	-|	1.0
MYC	CHEK1	->			Activation	->	1.0
MYC	CHEK2	->			Activation	->	1.0
MYC	CXCR4	->	expression regulated by (Swapped)	Activation	Activation	->	1.0
MYC	CYB561	->	expression regulated by (Swapped)	Activation			
MYC	DKK1	-|			Repression	-|	1.0
MYC	EBNA1BP2	->			Activation	->	1.0
MYC	EDN1	->	expression regulated by (Swapped)	Activation			
MYC	ERBB3	->	PPrel: inhibition, indirect effect; expression regulated by (Target activates Source)	Activation			
MYC	ETV4	->	expression regulated by (Swapped)	Activation			
MYC	FASLG	->			Activation	->	1.0
MYC	FN1	->	expression regulated by (Swapped)	Activation			
MYC	FOXM1	->			Activation	->	1.0
MYC	FTH1P18	-|			Repression	-|	1.0
MYC	FUT3	->			Activation	->	1.0
MYC	GATA1	-|			Repression	-|	1.0
MYC	GATA4	->			Activation	->	1.0
MYC	GLS2	->	GErel: expression by (Swapped)	Activation			
MYC	HDAC2	->			Activation	->	1.0
MYC	HKDC1	->	GErel: expression by (Swapped)	Activation			
MYC	HLA-A	->			Activation	->	1.0
MYC	HLA-B	->			Activation	->	1.0
MYC	HLA-C	->			Activation	->	1.0
MYC	HLA-E	->			Activation	->	1.0
MYC	HLA-F	->			Activation	->	1.0
MYC	HLA-G	->			Activation	->	1.0
MYC	HNRNPA1	->			Activation	->	1.0
MYC	HNRNPA2B1	->			Activation	->	1.0
MYC	ID1	->	expression regulated by (Swapped)	Activation			
MYC	IFNA1	-|			Repression	-|	1.0
MYC	IGF2BP1	->			Activation	->	1.0
MYC	IGK	->			Activation	->	1.0
MYC	IPO7	->			Activation	->	1.0
MYC	JUNB	-|			Repression	-|	1.0
MYC	KRAS	->			Activation	->	1.0
MYC	LDHA	->			Activation	->	1.0
MYC	MAGEC2	->	expression regulated by (Swapped)	Activation			
MYC	MAT2A	->	expression regulated by (Swapped)	Activation			
MYC	MME	->			Activation	->	1.0
MYC	MST1	-|			Repression	-|	1.0
MYC	NDRG1	-|			Repression	-|	1.0
MYC	NFE2	-|			Repression	-|	1.0
MYC	NOL7	->			Activation	->	1.0
MYC	NR1D1	->	expression regulates	Activation			
MYC	ODC1	->			Activation	->	1.0
MYC	PGF	->	GErel: expression	Activation			
MYC	PMAIP1	->			Activation	->	1.0
MYC	PRDX3	->			Activation	->	1.0
MYC	PRODH	-|			Repression	-|	1.0
MYC	PTBP1	->			Activation	->	1.0
MYC	SFRP1	->	expression regulates	Activation	Repression	-|	1.0
MYC	SGK1	->	expression regulates	Activation			
MYC	SKAP1	->	expression regulates	Activation			
MYC	SRSF1	->			Activation	->	1.0
MYC	ST3GAL1	->			Activation	->	1.0
MYC	ST3GAL3	->			Activation	->	1.0
MYC	ST3GAL4	->			Activation	->	1.0
MYC	SURF1	->			Activation	->	1.0
MYC	SURF2	->			Activation	->	1.0
MYC	TERT	->			Activation	->	1.0
MYC	TFAP2C	->	complex; input (Complex interaction)	Activation			
MYC	TFAP4	->	GErel: expression	Activation	Activation	->	1.0
MYC	TFRC	->			Activation	->	1.0
MYC	TNFRSF10B	->			Activation	->	1.0
MYC	TP53	->			Activation	->	1.0
MYC	TP73	->			Activation	->	1.0
MYC	UBE2C	->			Activation	->	1.0
MYC	VEGFA	->	GErel: expression	Activation	Activation	->	1.0
MYC	WRN	->			Activation	->	1.0
MYC	XPO1	->			Activation	->	1.0
NCK2	MAPK13	->	catalyzed by (Swapped)	Activation			
NCK2	PAK2	->	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	Activation			
NCK2	PAK6	->	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex	Activation			
NCK2	PDGFA	->	complex; input (Complex interaction)	Activation			
NCK2	RAC3	->	PPrel: activation	Activation			
NCK2	RHOU	->	complex; input (Complex interaction)	Activation			
NCK2	VEGFA	->	complex; input (Complex interaction)	Activation			
NEAT1	CXCL8	-|			Repression	-|	1.0
NEDD4L	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
NEDD4L	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
NEDD4L	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
NEDD4L	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
NEDD4L	NGF	->	complex; input (Complex interaction)	Activation			
NEDD4L	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
NEDD4L	SCNN1A	->	PPrel: ubiquitination; catalyze	Activation			
NEDD4L	SMAD3	->	complex; input (Complex interaction)	Activation			
NEDD4L	SMAD7	->	complex; input (Complex interaction)	Activation			
NEDD4L	TSC22D3	->	complex (Complex interaction)	Activation			
NEK6	NUP210	->	catalyze	Activation			
NEK7	NLRP3	->	PPrel: activation	Activation			
NELL2	ROBO3	->	complex; input (Complex interaction)	Activation			
NFAT5	CCL2	-|			Repression	-|	1.0
NFATC1	ACTC1	->	catalyzed by (Swapped)	Activation			
NFATC1	BATF3	->	activated by; complex; input (Swapped)	Activation			
NFATC1	CALCR	->	GErel: expression by (Swapped)	Activation			
NFATC1	CD274	->	GErel: expression by (Swapped)	Activation			
NFATC1	CD3G	-|			Repression	-|	1.0
NFATC1	CYP2E1	->			Activation	->	1.0
NFATC1	EDN1	->	catalyzed by (Swapped)	Activation			
NFATC1	F2R	->	GErel: expression by (Swapped)	Activation			
NFATC1	GATA3	->	GErel: expression by; reaction (Swapped)	Activation			
NFATC1	ICAM1	->			Activation	->	1.0
NFATC1	ITGB3	->	GErel: expression by (Swapped)	Activation			
NFATC1	JUN	-|	GErel: expression; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition			
NFATC1	MEF2C	->	PPrel: binding/association; activated by; complex; input (Swapped)	Activation			
NFATC1	NPPB	->	GErel: expression	Activation			
NFATC1	NR3C1	->	activate; inhibited by (Source activates Target)	Activation			
NFATC1	PPARG	->	activate; complex; input	Activation			
NFATC1	PTGS2	->	GErel: expression	Activation			
NFATC1	RNF128	->	activate; inhibited by (Source activates Target)	Activation			
NFATC1	SP1	-|			Repression	-|	1.0
NFATC1	STAT4	->	reaction (Complex interaction)	Activation			
NFATC4	ACTC1	->	catalyzed by (Swapped)	Activation			
NFATC4	EDN1	->	catalyzed by (Swapped)	Activation			
NFATC4	NPPB	->	GErel: expression	Activation			
NFATC4	PTGS2	->	GErel: expression	Activation			
NGF	EPB41L1	->	activated by (Swapped)	Activation			
NGF	ERBB3	->	PPrel: activated by (Swapped)	Activation			
NGF	ERBB4	->	PPrel: activated by (Swapped)	Activation			
NGF	FGFR2	->	PPrel: activated by (Swapped)	Activation			
NGF	FLT1	->	PPrel: activated by (Swapped)	Activation			
NGF	KDR	->	PPrel: activated by (Swapped)	Activation			
NGF	MST1R	->	PPrel: activated by (Swapped)	Activation			
NGF	NTRK2	->	PPrel: activation	Activation			
NGF	PLCG1	->	complex; input (Complex interaction)	Activation			
NGF	RIPK2	-|	complex; inhibite; input	Inhibition			
NGF	SHC3	->	activate; complex; input	Activation			
NGF	SQSTM1	-|	complex; inhibit; input	Inhibition			
NGFR	IRS1	->	PPrel: activated by (Swapped)	Activation			
NGFR	MAGED1	->	PPrel: binding/association; activated by; complex; inhibite; input (Target activates Source)	Activation			
NGFR	NGF	->	PPrel: activation; PPrel: activation, binding/association; activated by; complex; inhibit; input (Swapped)	Activation			
NGFR	NTRK2	-|	inhibit	Inhibition			
NGFR	RIPK2	->	PPrel: binding/association; complex; input (Binding/Association)	Activation			
NGFR	SHC3	->	PPrel: activation	Activation			
NGFR	SQSTM1	->	complex; input (Complex interaction)	Activation			
NHEJ1	XRCC4	->	complex; input (Complex interaction)	Activation			
NKX3-1	ACTG2	->			Activation	->	1.0
NKX3-1	AR	-|			Repression	-|	1.0
NKX3-1	CCND1	-|			Repression	-|	1.0
NKX3-1	FOS	-|			Repression	-|	1.0
NKX3-1	IGF1R	-|			Repression	-|	1.0
NLRP3	IL1B	->	PPrel: activated by (Swapped)	Activation			
NOG	BMP5	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
NOG	BMP6	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
NOG	RGMB	->	input (Input/Compound interaction)	Activation			
NOTCH2	HES2	->	GErel: expression by (Swapped)	Activation			
NOTCH2	HES7	->	GErel: expression by (Swapped)	Activation			
NOTCH2	HEY1	->	GErel: expression by (Swapped)	Activation			
NOTCH2	MAML3	->	PPrel: activated by; complex; input (Swapped)	Activation			
NOX3	RAC3	->	complex; input (Complex interaction)	Activation			
NR1D1	ARNTL	-|			Repression	-|	1.0
NR1D1	MEF2C	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
NR1D1	PER2	->	activate; inhibited by; reaction (Source activates Target)	Activation			
NR1D1	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition			
NR2E3	RHO	->			Activation	->	1.0
NR2F1	CYP17A1	-|			Repression	-|	1.0
NR2F1	DR1	-|			Repression	-|	1.0
NR2F1	JUN	->	activated by; inhibite (Target activates Source)	Activation			
NR2F1	LHCGR	-|			Repression	-|	1.0
NR2F1	MTTP	-|			Repression	-|	1.0
NR2F1	SERPINC1	-|			Repression	-|	1.0
NR3C1	ATF2	-|			Repression	-|	1.0
NR3C1	ATP1B1	-|			Repression	-|	1.0
NR3C1	BAD	->			Activation	->	1.0
NR3C1	BAX	->			Activation	->	1.0
NR3C1	BGLAP	-|			Repression	-|	1.0
NR3C1	BHLHE40	->	expression regulated by (Swapped)	Activation			
NR3C1	BRCA1	->			Activation	->	1.0
NR3C1	CALD1	->			Activation	->	1.0
NR3C1	CCND3	-|			Repression	-|	1.0
NR3C1	CDK4	-|			Repression	-|	1.0
NR3C1	CDK6	-|			Repression	-|	1.0
NR3C1	CDKN1A	->			Activation	->	1.0
NR3C1	CSF3	->	expression regulated by (Swapped)	Activation			
NR3C1	CYP19A1	->			Activation	->	1.0
NR3C1	ELK1	-|			Repression	-|	1.0
NR3C1	ETS1	-|			Repression	-|	1.0
NR3C1	GATA3	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
NR3C1	GPRC5A	->	expression regulated by (Swapped)	Activation			
NR3C1	HES7	->	expression regulated by (Swapped)	Activation			
NR3C1	HIP1	->	expression regulated by (Swapped)	Activation			
NR3C1	ID1	->	expression regulated by (Swapped)	Activation			
NR3C1	JUN	-|	activate; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition			
NR3C1	MFSD2A	->	expression regulated by (Swapped)	Activation			
NR3C1	NEDD9	->	expression regulated by (Swapped)	Activation			
NR3C1	NFATC1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
NR3C1	NFKB1	-|			Repression	-|	1.0
NR3C1	NR3C2	->	input (Input/Compound interaction)	Activation			
NR3C1	PBX1	-|	activated by; inhibit (Source inhibits Target)	Inhibition			
NR3C1	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition			
NR3C1	RAPGEF3	->	expression regulates	Activation			
NR3C1	RHOB	->	expression regulates	Activation			
NR3C1	RPS6KA3	->			Activation	->	1.0
